album_name,spotify_album_uri,track_name,spotify_track_uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,key_name,mode_name,key_mode
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,0.684,0.339,-7.259,0.029,0.867,0,0.194,0.572,125.054,2,1,D,major,D major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Enchanted (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,0.52,0.553,-3.546,0.0269,0.016,0,0.165,0.227,81.949,8,1,G#,major,G# major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,0.505,0.893,-3.013,0.0771,7.95e-4,0,0.178,0.659,145.913,11,0,B,minor,B minor
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Innocent (Taylor's Version),12nBPF4Rh4XLFJV0YLN7uj,0.524,0.611,-5.298,0.0297,0.0972,0,0.127,0.126,133.583,1,0,C#,minor,C# minor
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Haunted (Taylor's Version),4tMzIAFTFdqGBQLdfbPces,0.44,0.916,-1.927,0.0629,0.00552,0,0.252,0.371,162.025,5,1,F,major,F major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,0.557,0.362,-8.641,0.0263,0.443,3.57e-6,0.1,0.187,79.573,10,1,A#,major,A# major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Long Live (Taylor's Version),4hqJ4bSlYJOXb6Z4SRmzxs,0.38,0.628,-4.054,0.038,0.0162,0,0.227,0.0984,203.826,0,1,C,major,C major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Ours (Taylor’s Version),3yNJkriPzWjkkDAWHIAVUq,0.539,0.475,-8.411,0.0287,0.42,0,0.109,0.293,159.824,0,1,C,major,C major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Superman (Taylor’s Version),4evLyY5Ue1Wesc61t2KXAU,0.537,0.733,-3.506,0.0302,0.00207,0,0.11,0.347,131.898,7,1,G,major,G major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,0.547,0.854,-4.753,0.0526,0.018,0,0.156,0.26,131.068,7,1,G,major,G major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,When Emma Falls in Love (Taylor’s Version) (From The Vault),0zo975x58DlXbZllWvfYhg,0.524,0.759,-4.714,0.0471,0.168,0,0.104,0.234,77.879,2,1,D,major,D major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,I Can See You (Taylor’s Version) (From The Vault),5kHMfzgLZP95O9NBy0ku4v,0.695,0.768,-4.883,0.0344,0.0577,0,0.0426,0.813,123.054,6,1,F#,major,F# major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),4ABYxlb92WBIjHu7TIKmml,0.578,0.565,-8.064,0.0441,0.342,0,0.0662,0.351,147.781,7,1,G,major,G major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Foolish One (Taylor’s Version) (From The Vault),4s8BIKx4Zh6ryAEz8RTlaU,0.672,0.613,-4.709,0.0298,0.599,0,0.112,0.557,97.041,7,1,G,major,G major
Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,Timeless (Taylor’s Version) (From The Vault),1HCdems7PQZRj42QDWLA0A,0.629,0.578,-5.806,0.0319,0.332,0,0.0868,0.651,142.887,3,1,D#,major,D# major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Welcome To New York (Taylor's Version),4WUepByoeqcedHoYhSNHRt,0.76,0.602,-4.871,0.0316,0.00661,1.33e-4,0.325,0.685,116.989,7,1,G,major,G major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Blank Space (Taylor's Version),0108kcWLnn2HlH2kedi1gn,0.732,0.719,-5.469,0.0645,0.0901,0,0.331,0.71,96.035,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Style (Taylor's Version),3Vpk1hfMAQme8VJ0SNRSkd,0.514,0.821,-4.803,0.0444,4.56e-4,0.0232,0.0946,0.298,94.884,7,1,G,major,G major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Out Of The Woods (Taylor's Version),1OcSfkeCg9hRC2sFKB4IMJ,0.544,0.884,-5.973,0.0383,4.66e-4,1.34e-4,0.381,0.184,91.981,7,1,G,major,G major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,All You Had To Do Was Stay (Taylor's Version),2k0ZEeAqzvYMcx9Qt5aClQ,0.589,0.713,-5.614,0.0308,7.78e-4,0,0.188,0.54,97.069,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Shake It Off (Taylor's Version),50yNTF0Od55qnHLxYsA5Pw,0.632,0.805,-5.707,0.069,0.0112,2.51e-5,0.156,0.903,160.052,7,1,G,major,G major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,I Wish You Would (Taylor's Version),3FxJDucHWdw6caWTKO5b23,0.671,0.853,-6.568,0.0417,0.00388,9.48e-6,0.0812,0.523,118.032,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Bad Blood (Taylor's Version),7oZONwFiFIErZcXAtTu7FY,0.624,0.711,-6.347,0.159,0.0369,3.13e-6,0.19,0.347,169.999,7,1,G,major,G major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Wildest Dreams (Taylor's Version),27exgla7YBw9DUNNcTIpjy,0.587,0.663,-7.439,0.0598,0.0348,9.95e-5,0.0971,0.539,139.993,8,1,G#,major,G# major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,How You Get The Girl (Taylor's Version),733OhaXQIHY7BKtY3vnSkn,0.761,0.67,-5.956,0.0537,0.00198,1.08e-5,0.0873,0.519,120.014,5,1,F,major,F major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,This Love (Taylor’s Version),4WBEj8TeGtRPNJdOmT3WJW,0.47,0.494,-8.672,0.0349,0.302,0,0.0672,0.0524,144.039,4,1,E,major,E major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,I Know Places (Taylor's Version),1ULabO0PEsdJekqVH6G10G,0.572,0.807,-5.348,0.0574,0.0846,0,0.071,0.626,160.015,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Clean (Taylor's Version),0lKUBmEyQfzsQHozyeXzES,0.782,0.379,-8.964,0.0303,0.297,2.98e-5,0.103,0.267,103.99,4,1,E,major,E major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Wonderland (Taylor's Version),6HRsJu8vcnzYDN4t0570FY,0.387,0.703,-5.956,0.0545,0.0105,1.1e-5,0.128,0.32,123.18,3,1,D#,major,D# major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,You Are In Love (Taylor's Version),0TyGh27YQ5LknmiDhCzJiT,0.554,0.509,-9.403,0.0455,0.572,2.08e-6,0.113,0.401,85.079,2,1,D,major,D major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,New Romantics (Taylor's Version),5M787RexsAiVYjQusM98CV,0.653,0.848,-5.936,0.0583,0.00516,4.24e-6,0.0798,0.724,122.017,5,1,F,major,F major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,"""Slut!"" (Taylor's Version) (From The Vault)",0CD7DzeCsuPJygddqlUVYa,0.621,0.415,-13.187,0.0543,0.33,1.12e-4,0.0634,0.313,77.978,2,1,D,major,D major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Say Don't Go (Taylor's Version) (From The Vault),3CCRVu4F91Qp2mnGjmWBrf,0.632,0.539,-8.375,0.0342,0.0684,5.82e-6,0.132,0.186,109.962,4,1,E,major,E major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Now That We Don't Talk (Taylor's Version) (From The Vault),5QUIK7ZtziW8kGWo8RqopF,0.8,0.509,-9.386,0.034,0.16,3.05e-5,0.0834,0.0768,109.994,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Suburban Legends (Taylor's Version) (From The Vault),6M9ppdfFjR1AbpUl3Y8DcV,0.695,0.607,-8.84,0.0357,0.212,0,0.102,0.394,118.043,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Is It Over Now? (Taylor's Version) (From The Vault),6IG3sQ8s9nfk6TUlVzRhbN,0.599,0.651,-7.343,0.035,0.0486,0,0.126,0.153,100.001,0,1,C,major,C major
1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),6qAcApH8obo8eqatCKUHd9,0.604,0.644,-6.931,0.0889,0.0143,0,0.237,0.197,170.088,2,1,D,major,D major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Fortnight (feat. Post Malone),6dODwocEuGzHAavXqTbwHv,0.504,0.386,-10.976,0.0308,0.502,1.53e-5,0.0961,0.281,192.004,11,1,B,major,B major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Tortured Poets Department,4PdLaGZubp4lghChqp8erB,0.604,0.428,-8.441,0.0255,0.0483,0,0.126,0.292,110.259,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,My Boy Only Breaks His Favorite Toys,7uGYWMwRy24dm7RUDDhUlD,0.596,0.563,-7.362,0.0269,0.137,0,0.302,0.481,97.073,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Down Bad,1kbEbBdEgQdQeLXCJh28pJ,0.541,0.366,-10.412,0.0748,0.56,1e-6,0.0946,0.168,159.707,11,1,B,major,B major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,"So Long, London",7wAkQFShJ27V8362MqevQr,0.423,0.533,-11.388,0.322,0.73,0.00264,0.0816,0.248,160.218,9,1,A,major,A major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,But Daddy I Love Him,4QMgEffJQuKtjCNvqfRZ0m,0.521,0.72,-7.684,0.104,0.384,0,0.135,0.438,79.943,4,1,E,major,E major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Fresh Out The Slammer,7IWcDWOfiooH5hRs9XOVYz,0.33,0.483,-9.394,0.0399,0.624,0,0.111,0.34,87.115,9,1,A,major,A major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Florida!!! (feat. Florence + The Machine),5ExOm0dh4NyRyAdSAO9hyM,0.533,0.573,-7.123,0.138,0.178,0,0.309,0.398,150.088,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Guilty as Sin?,799KrpEbhZp0MHeiA8YK9P,0.626,0.428,-8.374,0.0261,0.607,0,0.0921,0.487,94.95,2,1,D,major,D major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Who’s Afraid of Little Old Me?,2d8UxVNhJinc8uat9PoM9y,0.606,0.338,-10.555,0.048,0.315,0,0.106,0.238,119.88,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,I Can Fix Him (No Really I Can),5chnRTB9qMK3W1M41SnU9s,0.661,0.257,-13.961,0.045,0.768,1.72e-6,0.176,0.318,106.896,6,0,F#,minor,F# minor
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,loml,3YkNIrAvbKNrrwwEd7NVLl,0.423,0.272,-12.56,0.0489,0.858,0,0.108,0.195,78.539,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,I Can Do It With a Broken Heart,2fPvQfGQEZOKtJ9qXeL4x8,0.701,0.751,-8.39,0.0502,0.123,0,0.15,0.22,129.994,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Smallest Man Who Ever Lived,1xtw1krCR6Dw2KwkXw5z63,0.426,0.41,-9.083,0.0581,0.52,0,0.338,0.263,142.377,10,1,A#,major,A# major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Alchemy,1tuNqJOtRQVHvONR8Lg3MZ,0.64,0.421,-8.802,0.0273,0.422,0,0.103,0.353,100.056,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Clara Bow,4d9PtIEVij9jW5OaLinH66,0.686,0.318,-11.046,0.0263,0.636,0.00144,0.106,0.214,104.088,7,1,G,major,G major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Black Dog,62E2nR0od0M5HYxuYLaDz7,0.527,0.27,-10.855,0.038,0.707,0,0.102,0.23,154.042,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,imgonnagetyouback,1kcwpPDQnqEqmezzXdJTCP,0.784,0.391,-9.471,0.0633,0.608,0,0.252,0.15,110.007,9,1,A,major,A major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Albatross,4EF6IyONolQy0bIQXm2EmX,0.352,0.479,-8.942,0.0583,0.655,0,0.0935,0.292,172.013,2,1,D,major,D major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Chloe or Sam or Sophia or Marcus,1rmEsOezwf2lmIZTMAO5Ag,0.516,0.451,-8.552,0.0446,0.78,0,0.105,0.218,70.266,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,How Did It End?,5Bedn0svl0ZD7RGmJkmKKw,0.492,0.379,-8.859,0.0257,0.785,0.00093000000000000005,0.108,0.273,83.993,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,So High School,7Mts0OfPorF4iwOomvfqn1,0.366,0.866,-4.514,0.0466,0.0274,3.07e-6,0.106,0.293,176.07,7,1,G,major,G major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,I Hate It Here,3hlGuz3loYoLfI3bpwieWq,0.485,0.562,-7.197,0.0346,0.717,0,0.357,0.297,105.953,2,1,D,major,D major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,thanK you aIMee,7ogK4lJDVDMU6A6vYR5rvD,0.609,0.541,-8.013,0.0346,0.609,0,0.122,0.252,95.997,7,1,G,major,G major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,I Look in People's Windows,1Zai5UJ2di3qEuR2HeT2s8,0.763,0.274,-11.429,0.0738,0.69,0,0.164,0.385,90.796,1,0,C#,minor,C# minor
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Prophecy,18WFFUIsewmA8g31KAeo3e,0.421,0.525,-10.359,0.0472,0.825,2.67e-6,0.308,0.535,167.927,10,1,A#,major,A# major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Cassandra,0g4fMVo4JjwnIpTfFfLdxS,0.587,0.587,-9.879,0.0595,0.806,0,0.137,0.514,139.963,10,1,A#,major,A# major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Peter,3zMDGj4D8ogaYgAIZPeU7S,0.342,0.376,-8.212,0.0372,0.805,0,0.0593,0.29,176.859,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Bolter,2913xXOVAIDAqxzV2g4VcU,0.455,0.586,-7.978,0.0492,0.638,0,0.131,0.481,183.694,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,Robin,2CnjDMdpRjlWv04Xk3s6MW,0.476,0.386,-10.601,0.03,0.791,4.23e-4,0.1,0.158,138.265,0,1,C,major,C major
THE TORTURED POETS DEPARTMENT,5H7ixXZfsNMGbIE5OBSpcb,The Manuscript,1DTRUYVd8rYpla9hhVVwjo,0.509,0.256,-11.665,0.0306,0.901,2.43e-6,0.103,0.436,94.184,0,1,C,major,C major
Midnights,NA,You're Losing Me (From The Vault),3CWq0pAKKTWb0K4yiglDc4,0.744,0.396,-13.712,0.057,0.509,0.00319,0.121,0.18,102.969,0,1,C,major,C major
NA,NA,All Of The Girls You Loved Before,4P9Q0GojKVXpRTJCaL3kyy,0.729,0.467,-9.682,0.0419,0.71,4.53e-5,0.129,0.401,96.042,2,1,D,major,D major
NA,NA,American Girl,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Bad Blood (Remix),6xsEAm6w9oMQYYg3jkEkMT,0.654,0.655,-7.388,0.106,0.0294,0,0.139,0.221,170.16,11,0,B,minor,B minor
NA,NA,Beautiful Ghosts,2evEoQAhIMaa9PfjTT5skG,0.382,0.219,-10.068,0.0677,0.85,0,0.0954,0.222,175.561,4,1,E,major,E major
NA,NA,Carolina,4axSuOg3BqsowKjRpj59RU,0.476,0.189,-13.777,0.0329,0.904,4.52e-6,0.254,0.324,115.851,11,0,B,minor,B minor
NA,NA,Christmas Tree Farm,2mvabkN1i2gLnGAPUVdwek,0.598,0.68,-4.505,0.0331,0.06,0,0.324,0.437,134.002,7,1,G,major,G major
NA,NA,Crazier,5vyxXfD5gLlyPxGZMEjtmd,0.452,0.544,-5.423,0.0277,0.0631,5.33e-6,0.104,0.158,133.042,4,1,E,major,E major
NA,NA,Eyes Open,6KEemo78n0RnCQWKkeOdXz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Eyes Open (Taylor's Version),0gPmM1WtVRg3uENW3o8bfx,0.567,0.762,-7.05,0.0358,6.35e-4,5.65e-4,0.186,0.238,136.982,7,1,G,major,G major
NA,NA,I Don't Wanna Live Forever,2y5aJvzXhHPA94U5GFAcXe,0.735,0.443,-8.432,0.0556,0.0601,1.91e-5,0.213,0.107,117.968,0,1,C,major,C major
NA,NA,If This Was A Movie (Taylor's Version),0q6vsjvnCIWrtwRckCV7y0,0.472,0.664,-4.805,0.0275,0.1,0,0.224,0.253,147.896,4,1,E,major,E major
NA,NA,Lover (Remix),3i9UVldZOE0aD0JnyfAZZ0,0.448,0.603,-7.176,0.064,0.433,0,0.0862,0.422,205.272,7,1,G,major,G major
NA,NA,Only The Young,2slqvGLwzZZYsT4K4Y1GBC,0.56,0.78,-4.895,0.0517,0.00244,0,0.0714,0.602,93.516,5,0,F,minor,F minor
NA,NA,Ronan,0Nw8hv79MLJa1yjtsEgz08,0.565,0.255,-10.152,0.0314,0.646,0,0.127,0.174,57.964,0,1,C,major,C major
NA,NA,Safe & Sound,0z9UVN8VBHJ9HdfYsOuuNf,0.471,0.3,-10.807,0.028,0.883,1.05e-5,0.0698,0.289,144.319,7,1,G,major,G major
NA,NA,Safe & Sound (Taylor's Version),6Q237Ts37YGYRIi5Vy5lVX,0.406,0.318,-11.052,0.0284,0.79,2.88e-6,0.0754,0.278,145.126,7,1,G,major,G major
NA,NA,September,5eGX87IiKsGuzS3iw4CfCX,0.641,0.444,-6.482,0.0239,0.412,0.00121,0.179,0.588,107.081,6,1,F#,major,F# major
NA,NA,Sweeter Than Fiction,0RFCHlNuTeUHIB36VuVbOL,0.71,0.614,-6.965,0.0366,0.00164,1.54e-4,0.0785,0.673,135.012,6,1,F#,major,F# major
NA,NA,Today Was A Fairytale,4pFvEWbjBpPUdYRQly0THs,0.491,0.703,-4.5,0.0319,0.0307,5.72e-6,0.167,0.344,157.988,7,1,G,major,G major
NA,NA,Babe,7FFfYM4JE1vj5n4rhHxg8q,0.535,0.777,-3.292,0.207,0.0187,1.62e-6,0.136,0.664,171.72,4,1,E,major,E major
NA,NA,Birch,7wo2UNeQBowm28hfAJsEMz,0.644,0.639,-13.545,0.0466,0.889,0.143,0.0993,0.255,92.012,8,1,G#,major,G# major
NA,NA,Both Of Us,3r9bgSJlJz2zlevcBRYXko,0.677,0.722,-7.088,0.0522,0.0213,0,0.207,0.0483,125.091,7,1,G,major,G major
NA,NA,Gasoline (Remix),645Exr2lJIO45Guht3qyIa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Half Of My Heart,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Highway Don't Care,4wFUdSCer8bdQsrp1M90sa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Renegade,1aU1wpYBSpP0M6IiihY5Ue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,The Alcott,6INztpNwOTlfSKTuPo0HOP,0.366,0.47,-10.57,0.031,0.817,0.00206,0.108,0.429,156.037,0,1,C,major,C major
NA,NA,The Joker and the Queen,6N1K5OVVCopBjGViHs2IvP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Three Sad Virgins,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,Two Is Better Than One,1MaqkdFNIKPdpQGDzme5ss,0.521,0.702,-5.189,0.0331,0.189,0,0.0962,0.25,127.976,0,1,C,major,C major
NA,NA,us.,0hhzNPE68LWLfgZwdpxVdR,0.533,0.553,-6.486,0.0296,0.498,0,0.0911,0.391,102.043,7,1,G,major,G major
NA,NA,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,0.473,0.203,-12.627,0.102,0.941,0,0.126,0.419,168.884,2,1,D,major,D major
NA,NA,Best Days Of Your Life,16jvUOIQ2P54P0bNN4rAdv,0.649,0.862,-5.12,0.0568,0.0235,0,0.0737,0.538,127.939,9,1,A,major,A major
NA,NA,Better Man,23TxRN09aR1RB0G0tFoT0b,0.514,0.836,-3.663,0.0382,0.112,0,0.0878,0.501,143.888,5,1,F,major,F major
NA,NA,deja vu,6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,-7.222,0.112,0.584,5.7e-6,0.37,0.178,180.917,2,1,D,major,D major
NA,NA,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,9,0,A,minor,A minor
NA,NA,TMZ,2Y9YdGPN7AtVfpTvXfRbc6,0.74,0.618,-8.337,0.0327,0.0439,0,0.106,0.668,134.948,1,1,C#,major,C# major
NA,NA,You'll Always Find Your Way Back Home,12wSL3tGk3MtbDEhfG7xy3,0.577,0.906,-3.673,0.0583,0.0304,0,0.189,0.692,152.946,8,1,G#,major,G# major
