album,spotify_album_uri,track,spotify_track_uri,artist,featuring,duration_ms,explicit
NA,NA,Bad Blood (Remix),6xsEAm6w9oMQYYg3jkEkMT,Taylor Swift,Kendrick Lamar,200106,FALSE
NA,NA,Beautiful Ghosts,2evEoQAhIMaa9PfjTT5skG,Taylor Swift,NA,261053,FALSE
NA,NA,Carolina,4axSuOg3BqsowKjRpj59RU,Taylor Swift,NA,264438,FALSE
NA,NA,Christmas Tree Farm,2mvabkN1i2gLnGAPUVdwek,Taylor Swift,NA,228026,FALSE
NA,NA,Crazier,5vyxXfD5gLlyPxGZMEjtmd,Taylor Swift,NA,191946,FALSE
NA,NA,Eyes Open,6KEemo78n0RnCQWKkeOdXz,Taylor Swift,NA,244586,FALSE
NA,NA,Eyes Open (Taylor's Version),0gPmM1WtVRg3uENW3o8bfx,Taylor Swift,NA,243264,FALSE
NA,NA,I Don't Wanna Live Forever,2y5aJvzXhHPA94U5GFAcXe,ZAYN,Taylor Swift,245653,FALSE
NA,NA,If This Was A Movie (Taylor's Version),0q6vsjvnCIWrtwRckCV7y0,Taylor Swift,NA,237022,FALSE
NA,NA,Lover (Remix),3i9UVldZOE0aD0JnyfAZZ0,Taylor Swift,Shawn Mendes,221306,FALSE
NA,NA,Only The Young,2slqvGLwzZZYsT4K4Y1GBC,Taylor Swift,NA,157507,FALSE
NA,NA,Ronan,0Nw8hv79MLJa1yjtsEgz08,Taylor Swift,NA,265306,FALSE
NA,NA,Safe & Sound,0z9UVN8VBHJ9HdfYsOuuNf,Taylor Swift,The Civil Wars,240066,FALSE
NA,NA,Safe & Sound (Taylor's Version),6Q237Ts37YGYRIi5Vy5lVX,Taylor Swift,"Joy Williams, John Paul White",239668,FALSE
NA,NA,September,5eGX87IiKsGuzS3iw4CfCX,Taylor Swift,NA,187823,FALSE
NA,NA,Sweeter Than Fiction,0RFCHlNuTeUHIB36VuVbOL,Taylor Swift,NA,237640,FALSE
NA,NA,Today Was A Fairytale,4pFvEWbjBpPUdYRQly0THs,Taylor Swift,NA,242480,FALSE
NA,NA,Babe,7FFfYM4JE1vj5n4rhHxg8q,Sugarland,Taylor Swift,215106,FALSE
NA,NA,Birch,7wo2UNeQBowm28hfAJsEMz,Big Red Machine,Taylor Swift,330066,TRUE
NA,NA,Both Of Us,3r9bgSJlJz2zlevcBRYXko,B.o.B,Taylor Swift,216120,TRUE
NA,NA,Gasoline (Remix),645Exr2lJIO45Guht3qyIa,HAIM,Taylor Swift,193373,FALSE
NA,NA,Half Of My Heart,,NA,NA,NA,NA
NA,NA,Highway Don't Care,4wFUdSCer8bdQsrp1M90sa,Tim McGraw,"Taylor Swift, Keith Urban",276880,FALSE
NA,NA,Renegade,1aU1wpYBSpP0M6IiihY5Ue,Big Red Machine,Taylor Swift,254466,TRUE
NA,NA,The Alcott,6INztpNwOTlfSKTuPo0HOP,The National,Taylor Swift,267773,FALSE
NA,NA,The Joker and the Queen,6N1K5OVVCopBjGViHs2IvP,Ed Sheeran,Taylor Swift,185422,FALSE
NA,NA,Three Sad Virgins,,NA,NA,NA,NA
NA,NA,Two Is Better Than One,1MaqkdFNIKPdpQGDzme5ss,BOYS LIKE GIRLS,Taylor Swift,242840,FALSE
NA,NA,us.,0hhzNPE68LWLfgZwdpxVdR,Gracie Abrams,Taylor Swift,242666,TRUE
NA,NA,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,Olivia Rodrigo,NA,163586,TRUE
NA,NA,Best Days Of Your Life,16jvUOIQ2P54P0bNN4rAdv,Kellie Pickler,NA,226800,FALSE
NA,NA,Better Man,23TxRN09aR1RB0G0tFoT0b,Little Big Town,NA,263120,FALSE
NA,NA,deja vu,6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,NA,215506,TRUE
NA,NA,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,Calvin Harris,Rihanna,221900,FALSE
NA,NA,TMZ,2Y9YdGPN7AtVfpTvXfRbc6,"""Weird Al"" Yankovic",NA,219727,FALSE
NA,NA,You'll Always Find Your Way Back Home,12wSL3tGk3MtbDEhfG7xy3,Hannah Montana,NA,224186,FALSE
